xt_combined,label,source_file,text_hash,added_at
dvd stills url http diveintomark org archives 2002 09 24 html dvd stills date 2002 09 24t13 49 41 05 00 dvd capture 1 0 1 8220 is a helper application for the apple dvd player it enables the user to take screen captures of the dvd player viewer in window and full screen mode the captures can be saved to a file or placed on the clipboard 8221 1 http www versiontracker com dyn moreinfo macosx 16324,0,ham_196_1988.d2374814cd3906436597e3499bb02e4c.eml,5451eb92721ff576ace5f2c737b2d2c8a373f9fcdccec1bbd79f74faafbf017b,2026-05-23T09:58:29.213194+00:00
plate tectonics update when we were discussing kuhn i wrote my understanding of the history of plate tectonics is that the magnetic reversal patterns encoded in seafloor basalts were crucial supporting data which suddenly became available only after navy declassification so the adoption curve may be skewed many of the essays in oreskes plate tectonics seem to support this idea sandwell plate tectonics a martian view in this essay i ll describe a few of the important confirmations of plate tectonic theory provided by satellites and ships these tools were largely developed to support the cold war effort and many are labeled geodetic since they are used to make precise measurements of the size and shape of the earth and the spatial variations in the pull of gravity the tools of satellite geodesy are needed for all aspects of global warfare precise satellite tracking and gravity field development are needed for precision satellite surveillance as well as for targeting ballistic missiles the global positioning system is used in all aspects of modern warfare radar altimetery is used or aiming submarine launched ballistic missiles as well as for inertial navigation when submerged the global seismic networks were developed primarily to monitor underground nuclear tests marine magnetometers were developed primarily for detection of submarines multibeam sea floor mapping systems were developed primarily for surveying critical and operational areas of the northern oceans and the navy was in no hurry to declassify any of these data as any uneven coverage could have revealed the parts of the oceans they found most interesting dave what do our seismic networks say about the middle east i hazily recall a story about la reporters asking their local geophysicists about an early morning quake to be told that as far as could be figured the epicenter was at a negative depth travelling near mach speed and presumably headed towards edwards,0,ham_197_00579.566d8e05220571bff1c2f392a1c7bf41.eml,951772a08a516ad346f2c0806601e9c6820782aba639ebd86db5632ce52b1a24,2026-05-23T09:58:29.213418+00:00
re ilug mirroring on a running system i don t see why not john but i d sure backup my data first so i suppose you could setup half of the raid1 copy your partitions across vi lilo to append the new device labels dev md0 instead of dev hda re run lilo then raidhotadd dev xxx dev md0 or is that the other way around i have never tried this so this could be bollix i have setup root raid systems but during install time i have had drive failures on my production systems at home and successfully re built the raid many times imho linux software raid is extremely good when are we going to have a pint cw i ve a running system and i want to set it up so that the disks are mirrored i ll win a little more read speed and a lot more reliability however the raid howto just mentions raid 1 and raid 0 on a machine that s new they don t mention anything about an existing setup is it possible to setup disk mirroring on a running box kate irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie,0,ham_198_00405.1a2eb406d0e8423f7af0b807d584d8ab.eml,0ceba247500f2e7500978542357d1147c4ffd0a29bac460d94b924fcc4c8965b,2026-05-23T09:58:29.213606+00:00
re ilug sparc solaris was dell gx260 v redhat 7 3 was the ultra 5 the sunray server what images did you serve to the sunrays to boot them over tftp dhcp hi damian suse has a sparc version i previously been running on a sun ultra 5 at least worked fine albeit a bit slow anders irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie,0,ham_199_00372.9d66c7a266e9ed8ef38f5045ab56038e.eml,e967af286a42b77f5b004dc4b4b570ec9fe4cbae1aa6df5fc85b92d241b8da45,2026-05-23T09:58:29.213761+00:00
re ilug ilug newsgroup s is there any way that the mailing list can be turned into newsgroup newsgroups are great for threading of discussions working offline and i feel that they work much better for this sort of technical discussion than a mailing list i suppose its all down to personal preference but i disagree strongly irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie,0,ham_200_00324.39e5abfb6121670fb637bb0367feea19.eml,2c8cca07383ee391691a3be0e46bc3df6426aaad15bbebadcb4a9f9c5d1a68b2,2026-05-23T09:58:29.213919+00:00
ilug strange ssh problem i have a strange problem with one user in a small network using ssh everyone in the network uses ssh and they run an ssh agent on login this works fine for conveniently wandering around the network and to some of our external boxes or did until today suddenly when one user alfred tries to ssh anywhere he s asked for a password he says he changed nothing don t they all but i do actually believe him i used ssh keygen to make new keys but that didn t help i created a new user alfio into whose home directory i copied alfred s ssh directory alfio can wander around free as a bird without being asked for a password ever except of course for the passphrase to load the identiy into the agent in case there was something else in alfred environment i copied from alfred s home directory to alfio s remembering to change ownership afterwards still alfio is as free as a bird we use only ssh2 with dsa keys an extract from a ssh v for alfio is below debug1 got ssh2 msg service accept debug1 authentications that can continue publickey password debug1 next auth method to try is publickey debug1 userauth pubkey agent testing agent key home alfio ssh id dsa debug1 input userauth pk ok pkalg ssh dss blen 434 lastkey 0x80916f0 hint 1 debug1 ssh userauth2 successful method publickey and before starting this ssh attempt ssh add l for alfio said 1024 07 4c 7c 90 0d 28 41 3a 95 c2 81 3d ba c4 3d 03 home alfio ssh id dsa dsa whereas with alfred the same segment of the debug log went debug1 got ssh2 msg service accept debug1 authentications that can continue publickey password debug1 next auth method to try is publickey debug1 userauth pubkey agent testing agent key nfshome alfred ssh id dsa debug1 authentications that can continue publickey password and before starting this ssh attempt ssh add l for alfred said 1024 07 4c 7c 90 0d 28 41 3a 95 c2 81 3d ba c4 3d 03 home alfred ssh id dsa dsa this problem is definitely related to alfred as a user it happens when he logs in on differing workstations all nfs mounting the same home directories and the other users including good old alfio don t have any problems niall irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie,0,ham_201_00210.ca401834d76bbedb98e548160e2ab559.eml,17b842d5e5faf9edb42423d496cec3bc8e6ae3fa5150997e3e7b8e7cae4fedb5,2026-05-23T09:58:29.214173+00:00
re secure sofware key bryan feir mailto bryan sgl crestech ca wrote of course once one player key was broken dealing with the rest became a known plaintext attack and the rest of the player keys went down like a row of dominos the actual follow up to the xing player break was more interesting than that the mere knowledge of known plaintext a corresponding input and output does not necessarily make it trivial to break a properly designed systems and or algorithm the primary reason it was easy for css is because the css key was only 40 bits and thereby easy to break with exhaustive search attacks it was only 40 bits speculated because of a misunderstanding of the government cryptography export rules at the time even more interesting to me at least was that soon after the xing player break people started studying the css algorithm itself they rapidly found serious design flaws which left the 40 bit css algorithm with an actual strength of around 23 bits from memory and new attacks might have further reduced the strength this is another great example showing why proprietary cryptography algorithms should be viewed with the greatest of suspicion on tue sep 03 2002 at 09 03 40pm 0400 yannick gingras wrote this make me wonder about the relative protection of smart cards they have an internal procession unit around 4mhz can we consider them as trusted hardware yes and no you can put a limited amount of trust in a smart card there have been any number of very clever attacks against smartcards ross anderson in the uk has documented quite a few of these and smartcard manufactures are usually one step behind these attacks a well designed system assumes that a system smartcard will be completely compromised at some point giving an adversary all of the secrets contained in the smartcard the cryptography industry has developed a variety of techniques that can reduce the impact of a compromise including unique keys per smartcard and forward security techniques luciano rocha strange nsk yi org wrote the problem is that that piece of hardware is trustworthy but the rest of the pc isn t so a cracker just needs to simulate the lock smart card or peek at the executable after the lock has been deactivated going back to the original question once the encrypted material goes outside the trusted hardware it is impossible to unbreakably protect it there may be some mitigation steps you can take such as the sdmi watermarking but most schemes to date have been easily broken another consideration is the value of what you are trying to protect while there is no such thing as unbreakable adding more cost both in terms of price and hassle factor can greatly improve the protection since you are talking about the use of standard pc workstations i presume what you are trying to protect is not that valuable i m afraid most security measures don t come for free michael mckay director of software development mmckay iscubed com information security systems services inc 19925 stevens creek blvd cupertino ca 95014 phone 408 725 7136 x 4138 fax 408 973 7239 www iscubed com,0,ham_202_01631.2cba1b5addc12959348f0318a6cd9bee.eml,dc5711e27f60fce20f0d61e046dd006eaf17ba17b5e243b16d81dfac0ab2d4a1,2026-05-23T09:58:29.214475+00:00
re alsa problem with null kernel once upon a time hesty wrote where you can see available rpmbuild rebuild options with alsa without aalib lirc libdv arts does this mean when rebuilding the package i ll simply type rpmbuild rebuild src rpm with alsa yes it does and if you re missing the dependencies needed for the selected options you ll even be informed for alsa you ll need alsa lib devel for example i d like to aks this on the rpm zzzlist would a new dependency of 250k the alsa lib package for many packages mplayer ogle xine be a problem for the freshrpms net packages users as i really feel like blending alsa in now especially since i ve just spent some time recompiling alsa kernel package for all the psyche kernels i ll have no problem at all with this and you get my vote on this one one problem with alsa kernel that i ve experienced everytime rh issues a new kernel update i have to rebuild my alsa kernel to match the new kernel yup unfortunately the alsa kernel needs to be rebuilt for each kernel and there s no way of avoiding it matthias matthias saou world trade center edificio norte 4 planta system and network engineer 08039 barcelona spain electronic group interactive phone 34 936 00 23 23 rpm list mailing list http lists freshrpms net mailman listinfo rpm list,0,ham_203_01204.023682c9961ab23115eef87bb1e15e31.eml,f9a138d04a12bd343ee3cede21c91bf23bc3a306c1b3a3360bcfe882270e3bb4,2026-05-23T09:58:29.214729+00:00
use perl stories for 2002 10 02 use perl daily newsletter in this issue announcing southflorida pm announcing southflorida pm posted by ziggy on tuesday october 01 10 50 groups http use perl org article pl sid 02 10 01 1450259 0 jbisbee writes the south florida perl mongers group is announcing its first social meeting to be held at 1 the duck tavern in boca raton fl on tuesday october 15 at 7 30 pm please keep an eye on 2 southflorida pm org for updated news and events concerning southflorida pm discuss this story at http use perl org comments pl sid 02 10 01 1450259 links 0 http www jbisbee com 1 http yp yahoo com py ypmap py pyt typ tuid b pb1632346 ck 3694270848 tab b2c addr 1835 w hillsboro blvd city deerfield beach state fl zip 33442 1401 country us slt 26 318237 sln 80 128829 cs 9 stat pos 3 regular regt 19 fbt 0 2 http southflorida pm org copyright 1997 2002 pudge all rights reserved you have received this message because you subscribed to it on use perl to stop receiving this and other messages from use perl or to add more messages or change your preferences please go to your user page http use perl org my messages you can log in and change your preferences from there,0,ham_204_01808.6c7e63e38f30e266d3fd878049ee4836.eml,de4c73c78f4ff2d03b2172ce4a3f26a9a1227ee6beb8e68ccefc94cfdd51e639,2026-05-23T09:58:29.214918+00:00
re ilug how to copy some files ar an 20 l de m 7 scr obh kevin lyda on sat jul 20 2002 at 08 24 47pm 0100 aidan kehoe wrote ar an 20 l de m 7 scr obh kevin lyda actaully i think soft links were invented because you can t hard link directories but you could hard link directories back when soft links were being invented afaik that was before my time all unix systems i ve used didn t allow hard links to directories or if they did they were restricted to root the reason why is because you could cause infinite loops in the kernel usually a bad place for infinite loops yeah thanks i have been subscribed for more than a week despite any na vet i may be showing to you apparently some systems limited soft links to the same device but gave up after a while why to make them consistent with hard links so they re the same as hard links with the disadvantage that they break on deletion or moving and they may take up slightly more disk space hmm a better way of doing it would be a have global unique filesystem identifiers for every fs created such that the chance of two of them clashing is miniscule 64 bits creatively used would do it i d say and b implement the target info for the soft link as a fsid inode pair the os can work out if the thing linked to is now on a different mount point or has been moved hfs fans is that what s done or are aliases implemented differently let s call these super soft links ln ss ln ss foo bar ls i foo 111 foo mv floyd foo ls i foo 222 foo and now bar no longer points to foo true but cat floyd foo rm floyd preserves it much of a muchness the fs would need to maintain a table of links going the other direction so when the move command unlinks foo in the first example it could check the table and mark that bar is now disconnected the same would be true for the second example and even more important since bar points to floyd if no table is consulted and this all fails to handle nfs mounted file systems or filesystems that have dynamic inodes the fat fs s and reiser lacks inodes i think hokay i m not a pheasant plucker i m a pheasant plucker s son i m just a plucking pheasants til the pheasant plucker comes irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie,0,ham_205_00102.f05fb87d2b36b53117cb8b5f645b9016.eml,9d64fd2d2f6feaec48413621c4adb55f9e24d3fede5057640cc817a059743f87,2026-05-23T09:58:29.215214+00:00
radio gives mighty roar to quiet cars url http www newsisfree com click 6 8106968 1440 date not supplied a patented system allows drivers of hushed modern vehicles to enjoy the throaty engine sounds of classic cars all in synch with your driving,0,ham_206_01992.a1001b981c9a668d9ecac46c889a5516.eml,bebeaf65f7d4e2309251a9e88f0d7a30fd42b1357ec7e3a4aed5e19f34ca03a7,2026-05-23T09:58:29.215344+00:00
re ilug cheap linux pcs i d normally never buy this but the xbox is eur300 on iol s shop a very large company are making a loss on it and http xbox linux sourceforge net articles php aid 1 sub press 20release 3a 20xbox 20linux 20mandrake 209 20released mandrake has been released for it isn t it 250 in smyths don t forget to add to that the modchip and the time to put it on me thinks unless you want 3d graphics www mini itx com is the way to go l irish linux users group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information list maintainer listmaster linux ie,0,ham_207_00155.22281cddbc29a93d630798e0aa97f725.eml,17f81f0ebae8b28215993f7d9efbc364f2c7c04b2d628ff304ab682f1ea6c4c2,2026-05-23T09:58:29.215529+00:00
jjb sports chief found hanged url http www newsisfree com click 2 8670380 215 date 2002 10 08t14 51 59 01 00 business illness and city s mailing of sports empire share are blamed for death,0,ham_208_02388.065b9450504ae5c247c966660fd297e1.eml,8f0e5daed9c072d1fc2e32661886960f6a281828a3261f66b63ff277d1ec4628,2026-05-23T09:58:29.215649+00:00
tech s major decline once we thought of the internet as this thing with infinite capabilities it was basically just a fad that came along missing from the article is the percentage of foreign enrolement i would bet the numbers of students from asia china specificly has gone up quite a bit and is the only thing keeping the overall numbers from plummiting you can t get the chicks with that anymore about time us geeks were outcasts again i was getting sick of hearing about geeks breeding and ending up with autistic children proving that intelligence is a genetic defect and a do not breed flag adam l duncan beberg http www mithral com beberg beberg mithral com tech s major decline college students turning away from bits and bytes by ellen mccarthy washington post staff writer tuesday august 27 2002 page e01 if john yandziak had been entering college a few years ago he might have sought a stake in the new economy he might have dreamed of becoming an ace code cracker for the cia or the national security agency or imagined toppling an empire with revolutionary software maybe he would have tried to use the internet to end world hunger but as yandziak attends his first college classes this week he s harboring different academic ambitions the ashburn native says he wants to do something more social and more interesting than working with computers besides he said while packing for a charlottesville dormitory room you can t get the chicks with that anymore the tech industry s financial problems are enough to bankrupt the dreams of some fair weather students but now there s another consequence of the tech bust enrollment growth in undergraduate computer science departments has come to a halt the number of undergraduates majoring in computer science fell 1 percent in 2001 according to a report by the computing research association and educators in the field say the trend seems to be accelerating with some colleges seeing much greater drops as the new academic year begins the word is out among department deans that the bust s fallout has trickled into the classroom said maria clavez president of the association of computing machinery i ve heard everything from no change to modest decline to more dramatic declines said clavez who will become the dean of science and engineering at princeton university in january it can be hard to see this because at some colleges the number of people who want to study computer science so far exceeds the available space but it is going to have an effect at virginia tech enrollment of undergraduates in the computer science department will drop 25 percent this year to 300 at george washington university the number of incoming freshmen who plan to study computer science fell by more than half this year interest in undergraduate computer science programs had grown rapidly in the past decade in 1997 schools with phd programs in computer science and computer engineering granted 8 063 degrees according to the computing research association the numbers rose through 2001 when 17 048 degrees were awarded the labor department projects that software engineering will be the fastest growing occupation between 2000 and 2010 with other computer related industries trailing close behind but in the short term that growth may slow based on the changes among college students for example 900 of the 2 000 plus undergraduates studying information technology and engineering at george mason university were computer science majors last year this year the enrollment in that major is down to 800 although a newly created and more general information technology major has attracted 200 students having it ease off for a while is a bit of a relief said lloyd griffith dean of george mason s information technology and engineering school particularly with the field as it has been they don t want to spend four years on something and then not get a job freshman enrollment for the university of maryland s computer science major is expected to be about 167 this fall down from 329 last year maryland decreased its total freshman enrollment by 11 percent but that alone does not account for the drop said steve halperin dean of maryland s college of computer mathematical and physical sciences we are seeing a decrease in the number of freshmen who are declaring their interest in pursuing computer science as a major halperin said that s a factual statement but i would say that at this point we don t expect to see a decrease in the number of graduates many of the kids who are no longer expressing an interest in majoring in cs would have fallen off yandziak who began at the university of virginia on saturday is not convinced that s the case he graduated in the top 5 percent of his class with a 3 9 grade point average and nailed the highest possible score on his advanced placement exam in computer science all of my classes have been easy for me math and sciences were always fun so i looked for professions in which i could use those things yandziak said i m just not sure i want my life to be immersed in technology i want to do something that will contribute to the practical world harris n miller president of the information technology association of america said the last time there was a dearth of computing professionals salaries skyrocketed and workers benefited from the labor shortage there was a tremendous imbalance in the late 90s potentially you have the same sort of thing going on right now people are saying i don t need this kind of it training right now miller said our concern as an industry is that if they begin to again see major declines in enrollment down the road four years as the economy picks up once again companies are going to find themselves in a shortage situation economic potential weighs heavily in many student career choices but other factors including program difficulty personal interests and social influences also come into play said judy hingle director of professional development at the american college counseling association the perception of computer science as an isolating nerdy profession is one that many in the industry have tried to squelch that stereotype went underground during the tech bubble but reemerged during the bust all the hipness is gone yandziak said once we thought of the internet as this thing with infinite capabilities it was basically just a fad that came along lamont thompson a recent graduate of calvin coolidge senior high school in the district is headed to morehouse college in atlanta to study business marketing with the intention of going into real estate development technology comes natural to people my age it s not fascinating anymore thompson said to be honest with you when i think computer science i think of some guy sitting behind a computer all day in a dark room it s a necessity but i wouldn t take it any further,0,ham_209_00373.818730ce90950ecbf244e045a713de53.eml,93265cf835e24b62412a4237beedc27ed259158d93bc2776bad3cd6cc1266592,2026-05-23T09:58:29.216090+00:00
your daily dilbert 07 11 2002 e mail error you re subscribed to the html version of the daily dilbert which shows the comic strip as a graphic but your mail system either can t support html or is set up to remove html content for more information contact your internet service provider or mail system administrator to change to a plain text subscription modify your account preferences at http www dilbert com comics dilbert daily dilbert html login html the plain text option appears toward the bottom of the modification page,0,ham_210_0026.3824ad4c30f4e1bd3e3d37057e9359a6.eml,dbdf6a0e2944cc40abbeb5d2667273c763602d200acf3bc71d5049896bdfae9f,2026-05-23T09:58:29.216636+00:00
why is it so hard to get a cab in san francisco url http boingboing net 85519806 date not supplied a san francisco cabbie generally a well educated and firm opinion holding class of person has an essay about a subject near and dear to my non car owning heart why is it so damned hard to get a cab in san francisco in fact no cab company ever tells a driver to pick up anyone when you phone a cab firm in san francisco your call is treated not as an order not as a binding oral contract but simply as a request so why don t cab companies ensure that we pick you up on time or at all in a nutshell labor law states that if a cab company actually commands a driver to carry out a specific action that constitutes an employer employee relationship but if a company farms its work out to independent contractors it can rid itself of costly expenses such as disability and social security taxes it also means that the contractor drivers can t unionize link 1 discuss 2 via camworld 3 1 http www bradnewsham com articles why so hard shtml 2 http www quicktopic com boing h exfecjhgnp4 3 http www bradnewsham com articles why so hard shtml,0,ham_211_2358.5fbef21d157da3cf529ad0b1773fcbaf.eml,092f852605ad3fce3f89822e921ef7114538b36c133a6fc9f6d6da8094558bc4,2026-05-23T09:58:29.216820+00:00
toddler falls from a first storey window saved from injury by his fully laden diaper url http www newsisfree com click 1 8398676 1717 date 2002 09 30t16 15 15 01 00 img http www newsisfree com images fark iol gif iol,0,ham_212_02107.02e8d908f24817692efb25a72094385a.eml,f558722e02894c3f67aee6f6677be1c8f6dda74f22a0bb2bdec7df9aea52694a,2026-05-23T09:58:29.216940+00:00
world wide words 03 aug 02 world wide words issue 301 saturday 3 august 2002 sent each saturday to 15 000 subscribers in at least 119 countries editor michael quinion thornbury bristol uk issn 1470 1448 if you respond to this mailing remember to change the outgoing address to one of those in the contact addresses section contents 1 feedback notes and comments 2 turns of phrase thinspiration 3 weird words usufructuary 4 q a three sheets to the wind mogadored skunk works 5 endnote 6 subscription commands 7 contact addresses 1 feedback notes and comments cockles of one s heart you may recall that i was a bit suspicious of the story i told in last week s issue james woodfield pointed out that there is another possible explanation in medieval latin the ventricles of the heart were at times called cochleae cordis where the second word is derived from cor heart those unversed in latin could have misinterpreted cochleae as cockles oddly cochlea in latin means snail from the shape of the ventricles it s also the name of the spiral cavity of the inner ear so if this story is right we should really be speaking of warming the snails of one s heart serrancified many of you supplied your own memories of this odd expression that i tried to make sense of last week taken together they show that the expression is best known in canada and that it was originally something like my sufficiency has been suffonsified and anything additional would be superfluous that form of the word is the one that is most common in online searches where the canadian focus is also obvious cheryl caesar noted that it appears in a passage in margaret atwood s novel cat s eye she has two teenage girls living in toronto in the 1940s who say are you sufficiently sophonisified a vancouver restaurant reviewer has the pen name sufficiently suffonsified oddly there s also a 1999 record by the austrian band cunning dorx entitled paradigms suffonsified g h gordon paterson suggested that the word might be a punning blend of sufficient and fancified there are some tantalising suggestions that it may actually be scots and not new world at all absquatulate i have been gently remonstrated with for describing sockdologer as one of the products of early american linguistic inventiveness that hasn t survived to the present day many people gave me examples of current or recent use i stand corrected 2 turns of phrase thinspiration this is one of the key words associated with a deeply disquieting online trend in the past couple of years or so a number of web sites and chatrooms have appeared which actively promote anorexia nervosa known on the sites as ana and other eating disorders as lifestyle choices since 90 of anorexics are young women these pro ana sites are usually run by and attract that group one term sometimes used for them is weborexics sites offer suggestions on how to become and remain thin often through tips on avoiding eating and how to disguise the condition from family and friends other themes sometimes featured on such sites are self mutilation cutting and bulimia mia thin women such as supermodels and calista flockhart are presented as thinspirations examples to emulate sites have had names such as starving for perfection wasting away on the web and dying to be thin medical professionals in the us and uk are deeply concerned about them because they accentuate the low self regard of young women who are particularly prone to eating disorders put their lives at risk and discourage them from facing their illness and seeking treatment for it the internet is home to a number of pro eating disorder web sites places where sufferers can discuss tips trade low calorie recipes and exchange poems and art that may be used as triggers or so called thinspiration calgary sun feb 2002 a new trend among young adults has been sweeping the nation pro anorexia web sites also known as pro ana these sites glorify anorexia nervosa and offer thinspiration on maintaining a starvation lifestyle university wire apr 2002 3 weird words usufructuary ju zju frvktju ri a person who has the use or enjoyment of something especially property we are short of words that contain four u s among the few that are even relatively common leaving aside the hawaiian muu muu are tumultuously and unscrupulous although some rare words like pustulocrustaceous and pseudotuberculous are also recorded the term comes from roman law usufruct is the right of temporary possession or enjoyment of something that belongs to somebody else so far as that can be done without causing damage or changing its substance for example a slave in classical rome could not own anything things he acquired as the result of his labour he merely held usus et fructus under use and enjoyment it was his master who actually owned them the term remains in use in modern us legal practice and elsewhere these days a usufructuary can be a trustee who enjoys the income from property he holds in trust for somebody else many native american groups hold land on a usufruct basis with rights to enjoy the renewable natural resources of the land for hunting and fishing 4 q a q how does the term three sheets to the wind denote drunkenness benjamin weatherston a it s a sailor s expression we ignorant landlubbers might think that a sheet is a sail but in traditional sailing ship days a sheet was actually a rope particularly one attached to the bottom corner of a sail it comes from an old english term for the corner of a sail the sheets were vital since they trimmed the sail to the wind if they ran loose the sail would flutter about in the wind and the ship would wallow off its course out of control extend this idea to sailors on shore leave staggering back to the ship after a good night on the town well tanked up the irregular and uncertain locomotion of the jolly seafarers must have reminded onlookers of the way a ship moved in which the sheets were loose perhaps one loose sheet might not have been enough to get the image across so the saying became three sheets to the wind our first written example comes from that recorder of low life pierce egan in his real life in london of 1821 but it must surely be much older q my east end mother in law used to say she was well and truly mogadored when she was puzzled by something any idea of derivation and meaning bryan a now that s a bit of british slang i haven t heard in years though it is still around nanny ogg uses it in one of terry pratchett s discworld fantasy stories i am told as you say it means that somebody is puzzled confused or all at sea it s also sometimes spelled moggadored though it doesn t turn up in print much in either spelling no relation to the british word moggy for a cat by the way which seems to be a pet form of margaret the writers of slang dictionaries are decidedly mogadored about its origin it looks very much like rhyming slang for floored which is likewise slang meaning dumbfounded or confused but the dispute arises over what the root is some say it is irish from magagh to mock jeer or laugh at via an unrecorded intermediate form mogad i others suggest that like some other east end slang terms it derives from the gypsy language romany cockney slang is like london itself a melting pot in which words from many sources are amalgamated including yiddish and old time forces slang derived from languages around the world in this case the source may be mokardi or mokodo something tainted these romany words also provide the root for yet another slang phrase to put the mockers on something to jinx it sorry not to be able to be more definite q i was having an interesting discussion with an american professor of business studies who also consults to industry she was recalling an unbudgeted initiative within a major software corporate which the uk managing director described as a skunk project i have seen this epithet before usually in the phrase skunk works meaning a semi official project team that is tacitly licensed to bend the rules and think outside the box i wonder what the derivation is i don t think it can refer to the smelly wild animal but neither i think can it refer to the street term for a strong variant of marijuana can you shed any light martin hayman a we must start in dogpatch the fictional place in the backwoods of upper new york state made famous between 1934 and 1977 as the home of professional mattress tester li l abner in the comic strip written and drawn by al capp the original was actually skonk works the place where lonesome polecat and hairless joe brewed their highly illicit bootleg kickapoo joy juice from ingredients such as old shoes and dead skunks skonk is a dialect variant of skunk we must now move to the very real burbank california in 1943 a small group of aeronautical engineers working for the then lockheed aircraft corporation headed by clarence kelly johnson were given the rush job of creating an entirely new plane from scratch the p 80 shooting star jet fighter this they did in 143 days 37 days ahead of schedule their secret project was housed in a temporary structure roofed over with an old circus tent which had been thrown up next to a smelly plastics factory the story goes that one of the engineers answered the phone on a hot summer day with the phrase skonk works here and the name stuck it is also said that al capp objected to their use of his term and it was changed to skunk works one division of the company formally the lockheed martin advanced development program is still known as the skunk works the term has been trademarked by lockheed martin who have been aggressive in protecting it as a generic term it dates from the 1960s one definition is very much that of the original and the one you describe a small group of experts who drop out of the mainstream of a company s operations in order to develop some experimental technology or new application in secrecy or at speed unhampered by bureaucracy or the strict application of regulations kelly johnson formulated 14 visionary rules for running such an operation which are still regarded as valid even now it is also sometimes used for a similar group that operates semi illicitly without top level official knowledge or support though usually with the tacit approval of immediate management 5 endnote the principal design of a grammar of any language is to teach us to express ourselves with propriety in that language and to enable us to judge of every phrase and form of construction whether it be right or not robert lowth a short introduction to english grammar 1762 6 subscription commands to leave the list change your subscription address or subscribe please visit or you can send a message to from the address at which you are or want to be subscribed to leave send signoff worldwidewords to join send subscribe worldwidewords first name last name 7 contact addresses do not use the address that comes up when you hit reply on this mailing or your message will be sent to an electronic dead letter office either create a new message or change the outgoing to address to one of these for general comments especially responses to q a pieces for questions intended for reply in a future q a feature world wide words is copyright c michael quinion 2002 all rights reserved the words web site is at you may reproduce this newsletter in whole or in part in other free media online provided that you include this note and the copyright notice above reproduction in print media or on web pages requires prior permission contact,0,ham_213_01323.8f994027cca214b6e0e7df2d443ff4cd.eml,40595460b118cb1b1b8a5d8be8b77ee302384fe6f28d1e46cab7f9a23d2621a4,2026-05-23T09:58:29.217787+00:00
re faq taint warnings from sa in etc procmailrc on wed aug 28 2002 at 12 14 24am 0100 justin mason wrote actually i think procmail supports this directly use dropprivs yes at the top of the etc procmailrc hey look at that dropprivs if set to yes procmail will drop all privileges it might have had suid or sgid this is only useful if you want to guarantee that the bottom half of the etc procmailrc file is executed on behalf of the recipient of course removing setuid gid bits on programs that don t need it is always a good idea a general rule of system administration don t give out permissions unless you absolutely need to randomly generated tagline the cardinal rule at our school is simple no shooting at teachers if you have to shoot a gun shoot it at a student or an administrator word smart ii from princeton review pub,0,ham_214_1428.5b9b341ac8488e65419bd551ce99b23d.eml,e8c54eb7823f0112f37776d627fb22af273d1f91d3cff0ae7fe9def5d179b26f,2026-05-23T09:58:29.218029+00:00
critical breast cancer gene identified url http www newsisfree com click 2 8664946 1440 date not supplied damaged forms of the newly identified gene are implicated in many breast and lung cancers new treatments for thousands may result,0,ham_215_02397.87db84626f7e5927b6fabc96e6be2b2e.eml,0ce2ca6525208dbfe20538ad04d04ea3dda399101e437391da1bc77918058776,2026-05-23T09:58:29.218152+00:00
razor users can t find razor client pm apologies if this has been answered before on this list i can t find a way to search the archives i did my best to scan through the archive messages but can t find my answer please advise if there is a search engine somewhere thanks i m trying to set up a smtp relay mail server using postfix spamassassin and amavisd new no local delivery just an anti spam filter box i have installed razor agents sdk 2 02 and razor agents 2 125 in that order on a rh 7 3 box for this but when i try to load amavisd from the command line as root i get errors with can t locate razor client pm in inc but the machine does have a client pm on it in fact several at usr lib perl5 5 6 1 client pm usr lib perl5 site perl 5 6 1 wait client pm usr lib perl5 site perl 5 6 1 client pm usr lib perl5 vendor perl 5 6 1 frontier client pm rawcall usr lib perl5 vendor perl 5 6 1 frontier client pm what am i missing thanks scott this sf net email is sponsored by thinkgeek welcome to geek heaven http thinkgeek com sf razor users mailing list razor users lists sourceforge net https lists sourceforge net lists listinfo razor users,0,ham_216_00529.dc4d60c1ae44f29f249ebcba42e0d179.eml,958409485e0ea7ea5eb7da331c189d844a134f7c32a795e13eaec7f2f4a223b0,2026-05-23T09:58:29.218362+00:00
quantum cryptography takes to the skies url http www newsisfree com click 3 8483156 1440 date not supplied keys encoded in photons of light are sent 23 kilometres through air an important step towards a secure global communications system,0,ham_217_02203.b3cd1f66645417a8b3efee0c73dc38ac.eml,92d200eba4909356275e124909875c9245a9213956cbc1d6d9ddaff7c9a9bbff,2026-05-23T09:58:29.218480+00:00
